ID,Title,Price,Region,Link
3286048,Сухофрукт Семушка изюм узбекский 150г,44.5 RUB,MOW,https://www.detmir.ru/product/index/id/3286048/
3286050,Сухофрукт Семушка финики 150г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286050/
3286053,Лаваш Семушка фруктовый из кураги 80г,32.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286053/
3286055,Сухофрукт Семушка папайа сушеная 80г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286055/
3286056,Сухофрукт Семушка бананы сушеные 100г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286056/
3286057,Сухофрукт Семушка манго сушеный 80г,93.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286057/
3286060,Батончик Pikki фруктовый абрикос-яблоко 25г,43.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286060/
3286061,Батончик Pikki фруктовый клюква-яблоко 25г,38.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286061/
3286065,Батончик Pikki мюсли яблоко-клюква 50г,79.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286065/
3286081,Батончик Леовит Get raw фруктовый чернослив и свекла 30г,55.1 RUB,MOW,https://www.detmir.ru/product/index/id/3286081/
3286818,Батончик Take a Bite Интеллект орехово-фруктовый миндаль-яблоко-корица 45г,79.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286818/
3286843,Слайс Take a Bite из зеленой гречки с васаби 100г,152.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286843/
3286844,Слайс Take a Bite из зеленой гречки с куркумой 100г,152.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286844/
3286845,Слайс Take a Bite из зеленой гречки с томатами и розмарином 100г,155.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286845/
3286846,Слайс Take a Bite из зеленой гречки с чесноком и паприкой 100г,152.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286846/
3286873,Чипсы Vasco протеиновые сыр 30г,91.5 RUB,MOW,https://www.detmir.ru/product/index/id/3286873/
3286874,Чипсы Vasco протеиновые сметана и лук 30г,91.5 RUB,MOW,https://www.detmir.ru/product/index/id/3286874/
3286875,Батончик Vasco низкоуглеводный кокос 40г,25.3 RUB,MOW,https://www.detmir.ru/product/index/id/3286875/
3286876,Батончик Vasco низкоуглеводный орех 40г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286876/
3286877,Батончик Vasco низкоуглеводный клубника 40г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3286877/
3286878,Батончик Vasco низкоуглеводный шоколад 40г,25.3 RUB,MOW,https://www.detmir.ru/product/index/id/3286878/
3289429,Батончик Умные сладости в белой глазури со сливочной начинкой 20г,30.9 RUB,MOW,https://www.detmir.ru/product/index/id/3289429/
3289442,Хлебцы DiDi амарантовые без глютена 195г,118.9 RUB,MOW,https://www.detmir.ru/product/index/id/3289442/
3289643,Хлебцы Take a Bite хрустящие кукурузно-рисовые с амарантом 150г,123.5 RUB,MOW,https://www.detmir.ru/product/index/id/3289643/
3289644,Хлебцы Take a Bite хрустящие рисово-гречневые без соли 150г,123.5 RUB,MOW,https://www.detmir.ru/product/index/id/3289644/
3289682,Хлебцы Take a Bite хрустящие рисовые с морковью и томатом 30г,36.7 RUB,MOW,https://www.detmir.ru/product/index/id/3289682/
3289683,Хлебцы Take a Bite хрустящие рисово-гречневые 30г,38.3 RUB,MOW,https://www.detmir.ru/product/index/id/3289683/
3289684,Хлебцы Take a Bite хрустящие гречневые 30г,41.1 RUB,MOW,https://www.detmir.ru/product/index/id/3289684/
3289686,Хлебцы Take a Bite хрустящие кукурузно-рисовые с морской солью 30г,44.9 RUB,MOW,https://www.detmir.ru/product/index/id/3289686/
3289687,Хлебцы Take a Bite хрустящие кукурузно-рисовые с амарантом 30г,36.5 RUB,MOW,https://www.detmir.ru/product/index/id/3289687/
3289688,Хлебцы Take a Bite хрустящие без соли рисово-гречневые 30г,34.7 RUB,MOW,https://www.detmir.ru/product/index/id/3289688/
3294985,Батончик DrDias мюсли на фруктозе в йогурте абрикос 35г,38.9 RUB,MOW,https://www.detmir.ru/product/index/id/3294985/
3294987,Козинаки LaFitore злаковый на фруктозе лён-кунжут 27г,10.9 RUB,MOW,https://www.detmir.ru/product/index/id/3294987/
3296379,Снеки LittleAngel Teddy органические кукурузные с морковью и тыквой 30г,137.5 RUB,MOW,https://www.detmir.ru/product/index/id/3296379/
3296380,Снеки LittleAngel Teddy органические кукурузные с морковью и тыквой 60г,263 RUB,MOW,https://www.detmir.ru/product/index/id/3296380/
3296381,Снеки LittleAngel Angelina органические кукурузные с морковью и яблоком 30г,173.9 RUB,MOW,https://www.detmir.ru/product/index/id/3296381/
3296382,Снеки LittleAngel Angelina органические кукурузные с морковью и яблоком 60г,261 RUB,MOW,https://www.detmir.ru/product/index/id/3296382/
3296384,Снеки LittleAngel Angelina органические кукурузные с яблоком и клубникой 60г,279 RUB,MOW,https://www.detmir.ru/product/index/id/3296384/
3296385,Снеки Biosaurus органические кукурузные с фиолетовой кукурузой и морской солью 25г,144.9 RUB,MOW,https://www.detmir.ru/product/index/id/3296385/
3296386,Снеки Biosaurus органические кукурузные сыр начо 25г,151.7 RUB,MOW,https://www.detmir.ru/product/index/id/3296386/
3296387,Снеки Biosaurus органические кукурузные красная чечевица-паприка 25г,140.3 RUB,MOW,https://www.detmir.ru/product/index/id/3296387/
3296388,Снеки Biosaurus органические кукурузные с морской солью 50г,186.9 RUB,MOW,https://www.detmir.ru/product/index/id/3296388/
3296390,Снеки Biosaurus органические кукурузные кетчуп 50г,178.9 RUB,MOW,https://www.detmir.ru/product/index/id/3296390/
3296391,Снеки Biosaurus органические кукурузные с морской солью 60г,207 RUB,MOW,https://www.detmir.ru/product/index/id/3296391/
3296392,Снеки Biosaurus органические кукурузные сыр 60г,207 RUB,MOW,https://www.detmir.ru/product/index/id/3296392/
3296393,Снеки Biosaurus органические кукурузные кетчуп 60г,207 RUB,MOW,https://www.detmir.ru/product/index/id/3296393/
3296394,Снеки McLloyds органические из киноа и моркови с морской солью 45г,251 RUB,MOW,https://www.detmir.ru/product/index/id/3296394/
3296395,Снеки McLloyds органические из кукурузы и гороха сметана-лук 45г,251 RUB,MOW,https://www.detmir.ru/product/index/id/3296395/
3296396,Снеки McLloyds органические из красной чечевицы с паприкой 45г,251 RUB,MOW,https://www.detmir.ru/product/index/id/3296396/
3296397,Снеки Organique Love органические кукурузные с морской солью 50г,132.1 RUB,MOW,https://www.detmir.ru/product/index/id/3296397/
3296398,Снеки Organique Love органические кукурузные сыр-перец халапенью 50г,132.1 RUB,MOW,https://www.detmir.ru/product/index/id/3296398/
3298571,Батончик Фруктовая Энергия Фикси черника 30г,28.3 RUB,MOW,https://www.detmir.ru/product/index/id/3298571/
3310260,Чипсы King Island кокосовые карамельные 40г,128.1 RUB,MOW,https://www.detmir.ru/product/index/id/3310260/
3310262,Чипсы King Island кокосовые в кофейной глазури 40г,128.1 RUB,MOW,https://www.detmir.ru/product/index/id/3310262/
3310263,Чипсы King Island кокосовые с манго 40г,128.1 RUB,MOW,https://www.detmir.ru/product/index/id/3310263/
3310264,Чипсы King Island кокосовые с ананасом 40г,128.1 RUB,MOW,https://www.detmir.ru/product/index/id/3310264/
3310402,Батончик Happy Monkey фруктовый банан 30г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3310402/
3310403,Батончик Happy Monkey фруктовый кокос 30г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3310403/
3310414,Чипсы Happy Monkey кокосовые какао 40г,88.1 RUB,MOW,https://www.detmir.ru/product/index/id/3310414/
3310415,Чипсы Happy Monkey кокосовые семена-чиа 40г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3310415/
3310416,Чипсы Happy Monkey кокосовые карамель-соль 40г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3310416/
3310417,Чипсы Happy Monkey кокосовые фитнес 40г,33.9 RUB,MOW,https://www.detmir.ru/product/index/id/3310417/
3319478,Набор Take a Bitey Box Копилка ассорти 225г,873 RUB,MOW,https://www.detmir.ru/product/index/id/3319478/
3322303,Батончик Дары Памира Шелковица с Памира шелковица-вишня 20г,44.3 RUB,MOW,https://www.detmir.ru/product/index/id/3322303/
3322305,Батончик Up and Go Заряд свежести днем 45г,89.5 RUB,MOW,https://www.detmir.ru/product/index/id/3322305/
3322306,Батончик Up and Go Легкий перекус перед сном 45г,89.5 RUB,MOW,https://www.detmir.ru/product/index/id/3322306/
3322307,Батончик Up and Go Утренний взрыв бодрости 45г,89.5 RUB,MOW,https://www.detmir.ru/product/index/id/3322307/
3322342,Кокос Дары Памира мякоть 65% 200г,239 RUB,MOW,https://www.detmir.ru/product/index/id/3322342/
3328899,Ягоды сушеные Экофермер вишня 100г,227 RUB,MOW,https://www.detmir.ru/product/index/id/3328899/
3328900,Фрукты сушеные Экофермер дыня с кокосовой стружкой 90г,186.1 RUB,MOW,https://www.detmir.ru/product/index/id/3328900/
3328901,Фрукты сушеные Экофермер яблоко75г,149.9 RUB,MOW,https://www.detmir.ru/product/index/id/3328901/
3328902,Фрукты сушеные Экофермер яблоко с корицей 75г,135.1 RUB,MOW,https://www.detmir.ru/product/index/id/3328902/
3328903,Овощи сушеные Экофермер томат 50г,135.1 RUB,MOW,https://www.detmir.ru/product/index/id/3328903/
3328904,Овощи сушёные Экофермер томат со смесью трав 50г,140.3 RUB,MOW,https://www.detmir.ru/product/index/id/3328904/
3328905,Батончик Pastilata фруктово-ореховый яблоко-грецкий орех 30г,77.9 RUB,MOW,https://www.detmir.ru/product/index/id/3328905/
3328906,Батончик Pastilata фруктово-ореховый мандарин-миндаль 30г,77.9 RUB,MOW,https://www.detmir.ru/product/index/id/3328906/
3328907,Батончик Pastilata фруктово-ореховый чёрная смородина-фундук 30г,77.9 RUB,MOW,https://www.detmir.ru/product/index/id/3328907/
3328908,Снеки Экофермер Пикантные из пророщенных семян 100г,184.9 RUB,MOW,https://www.detmir.ru/product/index/id/3328908/
3328909,Снеки Экофермер томат-базилик из пророщенных семян 100г,184.9 RUB,MOW,https://www.detmir.ru/product/index/id/3328909/
3328918,Батончик Pastilata фруктовый вишня-банан 30г,77.9 RUB,MOW,https://www.detmir.ru/product/index/id/3328918/
3334367,Снэки Живые фрукты фруктовые груша-яблоко 35г с 3лет,71.5 RUB,MOW,https://www.detmir.ru/product/index/id/3334367/
3334368,Снэки Живые фрукты фруктовые абрикос 35г с 3лет,71.5 RUB,MOW,https://www.detmir.ru/product/index/id/3334368/
3334369,Снэки Живые фрукты ягодно-фруктовые клубника 35г с 3лет,71.5 RUB,MOW,https://www.detmir.ru/product/index/id/3334369/
3334370,Снэки Живые фрукты фруктовые апельсиновые 35г,69.9 RUB,MOW,https://www.detmir.ru/product/index/id/3334370/
3334371,Снэки Живые фрукты фруктово-ягодные черничные 35г,69.9 RUB,MOW,https://www.detmir.ru/product/index/id/3334371/
3334372,Снэки Живые фрукты фруктово-ягодные клюквенные 35г,69.9 RUB,MOW,https://www.detmir.ru/product/index/id/3334372/
3334373,Снэки Живые фрукты фруктово-ягодные клубничные 35г,69.9 RUB,MOW,https://www.detmir.ru/product/index/id/3334373/
3334374,Батончик Баланс долголетия Баланс долголетия зерновой с витаминно-минеральным комплексом и цукатами 35г,34.9 RUB,MOW,https://www.detmir.ru/product/index/id/3334374/
3334375,Батончик Баланс калорий зерновой с цукатами 35г,34.9 RUB,MOW,https://www.detmir.ru/product/index/id/3334375/
3334378,Батончик Здоровые сладости Брауни шоколадный с вишней и стевией 50г,67.9 RUB,MOW,https://www.detmir.ru/product/index/id/3334378/
3334379,Батончик Здоровые сладости Брауни шоколадный со стевией 50г,67.9 RUB,MOW,https://www.detmir.ru/product/index/id/3334379/
3335274,Батончик ПП ореховый фисташка 40г,86.3 RUB,MOW,https://www.detmir.ru/product/index/id/3335274/
3335276,Козинак ПП подсолнечный 40г,28.9 RUB,MOW,https://www.detmir.ru/product/index/id/3335276/
3335283,Батончик Ego фруктово-ореховый годжи 45г,79.1 RUB,MOW,https://www.detmir.ru/product/index/id/3335283/
3335284,Батончик Ego фруктово-ореховый киноа 45г,79.1 RUB,MOW,https://www.detmir.ru/product/index/id/3335284/
3336643,Чипсы Thai Coco кокосовые оригинальные 40г,114.9 RUB,MOW,https://www.detmir.ru/product/index/id/3336643/
3336644,Чипсы Thai Coco кокосовые сметана-лук 40г,114.9 RUB,MOW,https://www.detmir.ru/product/index/id/3336644/
3336645,Чипсы Thai Coco кокосовые йогрут 40г,114.9 RUB,MOW,https://www.detmir.ru/product/index/id/3336645/
3336646,Чипсы Thai Coco кокосовые острый сыр 40г,114.9 RUB,MOW,https://www.detmir.ru/product/index/id/3336646/
3339373,Жмых 4в1 Сиб-КруК Гепафорте орехи+семена для печени 200г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3339373/
3339374,Жмых 4в1 Сиб-КруК Лорфорте орехи+семена при лор заболеваниях 200г,371 RUB,MOW,https://www.detmir.ru/product/index/id/3339374/
3339375,Жмых 4в1 Сиб-КруК Кардиофорте орехи+семена для сердца 200г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3339375/
3339376,Жмых 4в1 Сиб-КруК Остеофорте орехи+семена для суставов и костей 200г,351 RUB,MOW,https://www.detmir.ru/product/index/id/3339376/
3342014,Батончик Эвалар Турбослим для похудения 50г*12шт,1623 RUB,MOW,https://www.detmir.ru/product/index/id/3342014/
3348515,Батончик-мюсли VPLAB Cereal Bites орехи-фрукты 14г*12шт,317 RUB,MOW,https://www.detmir.ru/product/index/id/3348515/
3348516,Батончик-мюсли VPLAB Cereal Bites ананас 14г*12шт,317 RUB,MOW,https://www.detmir.ru/product/index/id/3348516/
3366412,Чипсы Polezzno кокосовые 100г,299 RUB,MOW,https://www.detmir.ru/product/index/id/3366412/
3366459,Лепестки Polezzno миндальные100г,329 RUB,MOW,https://www.detmir.ru/product/index/id/3366459/
3405833,Снеки Зеленика Овощной сет 380г,1191 RUB,MOW,https://www.detmir.ru/product/index/id/3405833/
3415080,Батончик Биокей с бананом и цельными злаками 20г,21.5 RUB,MOW,https://www.detmir.ru/product/index/id/3415080/
3417766,Драже SCANDIC лесные ягоды 200шт,102.5 RUB,MOW,https://www.detmir.ru/product/index/id/3417766/
3417767,Драже SCANDIC апельсин 200шт,102.5 RUB,MOW,https://www.detmir.ru/product/index/id/3417767/
3417768,Драже SCANDIC лимон 200шт,102.5 RUB,MOW,https://www.detmir.ru/product/index/id/3417768/
3417769,Батончик ENERGON Slim черника и злаки 40г,35.9 RUB,MOW,https://www.detmir.ru/product/index/id/3417769/
3417770,Батончик ENERGON Slim брусника-яблоко и злаки 40г,35.9 RUB,MOW,https://www.detmir.ru/product/index/id/3417770/
3417771,Батончик ENERGON Slim клюква и злаки 40г,35.9 RUB,MOW,https://www.detmir.ru/product/index/id/3417771/
3418932,Козинак ПП арахисовый 40г,43.9 RUB,MOW,https://www.detmir.ru/product/index/id/3418932/
3418934,Хлебцы ПП ржано-овсяные с розмарином и чесноком 100г,69.1 RUB,MOW,https://www.detmir.ru/product/index/id/3418934/
3418938,Батончик Ego фруктово-ореховый Superfood Мака 45г,79.1 RUB,MOW,https://www.detmir.ru/product/index/id/3418938/
3418939,Батончик Ego фруктово-ореховый Superfood Чиа 45г,79.1 RUB,MOW,https://www.detmir.ru/product/index/id/3418939/
3418941,Батончик Ego ореховый орехи и семечки в кондитерской глазури 35г,55.7 RUB,MOW,https://www.detmir.ru/product/index/id/3418941/
3418943,Батончик Ego ореховый орехи и фрукты 35г,55.7 RUB,MOW,https://www.detmir.ru/product/index/id/3418943/
3418946,Батончик Ego фруктово-ягодный черника 40г,49.1 RUB,MOW,https://www.detmir.ru/product/index/id/3418946/
3418947,Батончик Ego фруктово-ягодный вишня 40г,49.1 RUB,MOW,https://www.detmir.ru/product/index/id/3418947/
3422249,Хлебцы Leksands Традиционные ржаные 200г,175.1 RUB,MOW,https://www.detmir.ru/product/index/id/3422249/
3422251,Хлебцы Leksands Мультизлаковые 190г,181.3 RUB,MOW,https://www.detmir.ru/product/index/id/3422251/
3422252,Хлебцы Leksands мини-квадратики ржаные 200г,175.1 RUB,MOW,https://www.detmir.ru/product/index/id/3422252/
3422253,Хлебцы Leksands темно-ржаные на закваске с отрубями 200г,186.7 RUB,MOW,https://www.detmir.ru/product/index/id/3422253/
3422254,Хлебцы Leksands ржаные Органические 180г,183.7 RUB,MOW,https://www.detmir.ru/product/index/id/3422254/
3430053,Попкорн ПроПорция солёный с розовой гималайской солью 30г,45.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430053/
3430054,Попкорн ПроПорция сладко-солёный с сиропом цикория 60г,72.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430054/
3430055,Попкорн ПроПорция клубничный с натуральной клубникой 40г,72.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430055/
3430056,Попкорн ПроПорция карамельный с сиропом агавы 60г,78.5 RUB,MOW,https://www.detmir.ru/product/index/id/3430056/
3430057,Попкорн ПроПорция Барбекю острый 30г,52.1 RUB,MOW,https://www.detmir.ru/product/index/id/3430057/
3430069,Батончик EcoSpace киноа-финик 55г,124.7 RUB,MOW,https://www.detmir.ru/product/index/id/3430069/
3430070,Батончик EcoSpace абрикос-кешью 55г,123.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430070/
3430071,Батончик EcoSpace шелковица-кэроб 55г,123.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430071/
3430072,Батончик EcoSpace маття-годжи 55г,124.7 RUB,MOW,https://www.detmir.ru/product/index/id/3430072/
3430073,Пастилки EcoSpace клюква-апельсин 40г,176.7 RUB,MOW,https://www.detmir.ru/product/index/id/3430073/
3430074,Пастилки EcoSpace манго-чиа 40г,176.7 RUB,MOW,https://www.detmir.ru/product/index/id/3430074/
3430075,Пастилки EcoSpace на гречишном чае клубника-топинамбур 40г,174.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430075/
3430076,Пастилки EcoSpace на гречишном чае вишня-кэроб 40г,174.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430076/
3430077,Чипсы EcoSpace овощные батат-французские травы 40г,126.5 RUB,MOW,https://www.detmir.ru/product/index/id/3430077/
3430078,Чипсы EcoSpace овощные брокколи-шпинат 40г,126.5 RUB,MOW,https://www.detmir.ru/product/index/id/3430078/
3430079,Чипсы EcoSpace овощные киноа-томат 40г,126.5 RUB,MOW,https://www.detmir.ru/product/index/id/3430079/
3430080,Чипсы EcoSpace овощные спирулина-гречиха 40г,123.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430080/
3430081,Чипсы EcoSpace фруктовые вишня-чиа 40г,139.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430081/
3430082,Чипсы EcoSpace фруктовые клубника-банан 40г,139.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430082/
3430083,Чипсы EcoSpace фруктовые клюква-имбирь 40г,141.3 RUB,MOW,https://www.detmir.ru/product/index/id/3430083/
3430084,Чипсы EcoSpace фруктовые манго-кокос 40г,139.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430084/
3430114,Батончик SIBERRYA Яркий злаковый 35г,43.5 RUB,MOW,https://www.detmir.ru/product/index/id/3430114/
3430115,Батончик SIBERRYA Умный злаковый 35г,41.5 RUB,MOW,https://www.detmir.ru/product/index/id/3430115/
3430118,Батончик Берёж злаковый с отрубями клюква-шоколад 42г,33.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430118/
3430119,Батончик Берёж злаковый с отрубями ананас-шоколад 42г,33.9 RUB,MOW,https://www.detmir.ru/product/index/id/3430119/
3433314,Хлебцы Wasa Classic без глютена на основе картофельного крахмала и амарантовой муки 240г,577 RUB,MOW,https://www.detmir.ru/product/index/id/3433314/
3444360,Батончик Диа-Веста Бон Здоровье от Природы с апельсином 30г,26.5 RUB,MOW,https://www.detmir.ru/product/index/id/3444360/
3444361,Батончик Диа-Веста Бон Здоровье от Природы с орехом 30г,22.5 RUB,MOW,https://www.detmir.ru/product/index/id/3444361/
3444365,Батончик-мюсли Диа-Веста Vogue абрикос 32г,19.8 RUB,MOW,https://www.detmir.ru/product/index/id/3444365/
3444368,Батончик Диа-Веста Всегда Готов в шоколаде 50г,32.9 RUB,MOW,https://www.detmir.ru/product/index/id/3444368/
3444370,Батончик-мюсли Диа-Веста Класс вишня-абрикос в глазури 32г,22.5 RUB,MOW,https://www.detmir.ru/product/index/id/3444370/
3444371,Батончик-мюсли Диа-Веста Класс клубника со сливками в глазури 32г,22.5 RUB,MOW,https://www.detmir.ru/product/index/id/3444371/
3444372,Батончик-мюсли Диа-Веста Класс шоколад с орехами в глазури 32г,22.5 RUB,MOW,https://www.detmir.ru/product/index/id/3444372/
3452846,Попкорн Holy Corn морская соль 20г,56.1 RUB,MOW,https://www.detmir.ru/product/index/id/3452846/
3452847,Попкорн Holy Corn сладко-соленый 30г,56.1 RUB,MOW,https://www.detmir.ru/product/index/id/3452847/
3452848,Попкорн Holy Corn сметана-зелень-черный перец 20г,55.1 RUB,MOW,https://www.detmir.ru/product/index/id/3452848/
3452849,Попкорн Holy Corn шоколад-кокос 50г,112.1 RUB,MOW,https://www.detmir.ru/product/index/id/3452849/
3452850,Попкорн Holy Corn нежный сыр 25г,93.5 RUB,MOW,https://www.detmir.ru/product/index/id/3452850/
3452851,Попкорн Holy Corn морская соль 60г,155.9 RUB,MOW,https://www.detmir.ru/product/index/id/3452851/
3452852,Попкорн Holy Corn сладко-соленый 80г,154.9 RUB,MOW,https://www.detmir.ru/product/index/id/3452852/
3452853,Попкорн Holy Corn идеально сладкий 120г,160.9 RUB,MOW,https://www.detmir.ru/product/index/id/3452853/
3452855,Попкорн Holy Corn СВЧ нежный сыр70г,80.5 RUB,MOW,https://www.detmir.ru/product/index/id/3452855/
3455895,Батончик Granolife злаковый кокос-семена чиа 30г,48.9 RUB,MOW,https://www.detmir.ru/product/index/id/3455895/
3455896,Батончик Granolife злаковый вишня-семена тыквы 30г,48.9 RUB,MOW,https://www.detmir.ru/product/index/id/3455896/
3455898,Батончик Granolife злаковый лимон-имбирь 30г,48.9 RUB,MOW,https://www.detmir.ru/product/index/id/3455898/
3459507,Батончик Effort Мюсли злаковый манго 40г,17.8 RUB,MOW,https://www.detmir.ru/product/index/id/3459507/
3459514,Орех Bionergy кедровый очищенный 100г,399 RUB,MOW,https://www.detmir.ru/product/index/id/3459514/
3459515,Орех Bionergy кедровый очищенный 200г,749 RUB,MOW,https://www.detmir.ru/product/index/id/3459515/
3459516,Орех Bionergy кедровый очищенный 500г,1809 RUB,MOW,https://www.detmir.ru/product/index/id/3459516/
3467235,Чипсы цельнозерновые RICE UP! из воздушного бурого риса со сметаной и луком 60г,118.9 RUB,MOW,https://www.detmir.ru/product/index/id/3467235/
3467236,Чипсы цельнозерновые RICE UP! из воздушного бурого риса со вкусом песто 60г,118.9 RUB,MOW,https://www.detmir.ru/product/index/id/3467236/
3467267,Чипсы цельнозерновые RICE UP! из воздушного бурого риса со вкусом васаби 60г,118.9 RUB,MOW,https://www.detmir.ru/product/index/id/3467267/
3467268,Чипсы цельнозерновые RICE UP! из воздушного бурого риса со вкусом хамон иберико 60г,118.9 RUB,MOW,https://www.detmir.ru/product/index/id/3467268/
3467269,Чипсы цельнозерновые RICE UP! из воздушного бурого риса со вкусом сыра 60г,118.9 RUB,MOW,https://www.detmir.ru/product/index/id/3467269/
3467270,Чипсы цельнозерновые RICE UP! из воздушного бурого риса со вкусом паприки 60г,118.9 RUB,MOW,https://www.detmir.ru/product/index/id/3467270/
3467271,Чипсы цельнозерновые RICE UP! из воздушного бурого риса со вкусом барбекю 60г,118.9 RUB,MOW,https://www.detmir.ru/product/index/id/3467271/
3467272,Чипсы цельнозерновые RICE UP! из воздушного бурого риса со вкусом перца чили 60г,118.9 RUB,MOW,https://www.detmir.ru/product/index/id/3467272/
3467273,Чипсы цельнозерновые RICE UP! из воздушного бурого риса со вкусом кетчупа 60г,118.9 RUB,MOW,https://www.detmir.ru/product/index/id/3467273/
3467274,Чипсы цельнозерновые RICE UP! из воздушного бурого риса с семенами просо и подсолнечника 60г,118.9 RUB,MOW,https://www.detmir.ru/product/index/id/3467274/
3480245,Батончик SOJ Маршмэллоу с клубничной начинкой в белом шоколаде 30г,22.3 RUB,MOW,https://www.detmir.ru/product/index/id/3480245/
3480246,Батончик SOJ Маршмэллоу с соленой карамелью в молочном шоколаде 30г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3480246/
3480247,Батончик SOJ Маршмэллоу с соленой карамелью в темном шоколаде 30г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3480247/
3480251,Батончик SOJ Granola bar злаковый со вкусом йогурта и вишни 40г,31.9 RUB,MOW,https://www.detmir.ru/product/index/id/3480251/
3480252,Батончик SOJ Granola bar злаковый со вкусом йогурта и клубники 40г,79.9 RUB,MOW,https://www.detmir.ru/product/index/id/3480252/
3480253,Батончик SOJ Ореховый с ирисо-сливочным вкусом мед-миндаль-кешью 40г,47.5 RUB,MOW,https://www.detmir.ru/product/index/id/3480253/
3480254,Батончик SOJ Ореховый с кокосом и ванильно-сливочный вкусом миндаль-кокос 40г,41.5 RUB,MOW,https://www.detmir.ru/product/index/id/3480254/
3480256,Батончик SOJ Ореховый с медом орехи-мед-морская соль 40г,55.5 RUB,MOW,https://www.detmir.ru/product/index/id/3480256/
3480257,Батончик SOJ Ореховый со вкусом айриш-крим арахис-миндаль-горький шоколад 40г,41.5 RUB,MOW,https://www.detmir.ru/product/index/id/3480257/
3480258,Батончик SOJ Ореховый со сливочно-карамельным вкусом миндаль-карамель 40г,8.9 RUB,MOW,https://www.detmir.ru/product/index/id/3480258/
3480267,Батончик SOJ фруктово-ореховый со вкусом банана арахис-банан 40г,31.3 RUB,MOW,https://www.detmir.ru/product/index/id/3480267/
3480269,Батончик SOJ фруктово-ореховый со вкусом кокоса миндаль-кешью-кокос 40г,62.3 RUB,MOW,https://www.detmir.ru/product/index/id/3480269/
3480272,Батончик SOJ фруктово-ореховый со вкусом черники миндаль-кешью-черника 40г,104.9 RUB,MOW,https://www.detmir.ru/product/index/id/3480272/
3480619,Ядра Nutvill семян тыквы 500г,641 RUB,MOW,https://www.detmir.ru/product/index/id/3480619/
3491023,Батончик Racionika Сахар-контроль вишня 50г,78.9 RUB,MOW,https://www.detmir.ru/product/index/id/3491023/
3491024,Батончик Racionika диетический банан 60г,84.9 RUB,MOW,https://www.detmir.ru/product/index/id/3491024/
3491025,Батончик Racionika черника 45г,74.9 RUB,MOW,https://www.detmir.ru/product/index/id/3491025/
3491026,Батончик Racionika диетический постный песочное печенье 50г,74.9 RUB,MOW,https://www.detmir.ru/product/index/id/3491026/
3491028,Батончик Racionika диетический постный кофе со сливками 50г,74.9 RUB,MOW,https://www.detmir.ru/product/index/id/3491028/
3491033,Батончик Racionika высокобелковый шоколад 45г,108.9 RUB,MOW,https://www.detmir.ru/product/index/id/3491033/
3491034,Батончик Racionika Protein высокобелковый клубничный йогурт 45г,108.9 RUB,MOW,https://www.detmir.ru/product/index/id/3491034/
3491035,Батончик Racionika Protein высокобелковый манго-маракуйа 45г,108.9 RUB,MOW,https://www.detmir.ru/product/index/id/3491035/
3491036,Батончик Racionika Protein высокобелковый пиноколада 45г,108.9 RUB,MOW,https://www.detmir.ru/product/index/id/3491036/
3491037,Батончик Racionika Иммуно малина 30г,38.9 RUB,MOW,https://www.detmir.ru/product/index/id/3491037/
3491038,Батончик Racionika Иммуно лимон-мед 30г,38.9 RUB,MOW,https://www.detmir.ru/product/index/id/3491038/
